反馈日期,客户问题,问题描述,客户名称,所属功能,端口,问题类型,处理进度,反馈进度,测试处理状态,Bug状态,测试备注,备注,附件,周
2026/06/04,老师好～麻烦给发一个通用验证码可以吗？学生做模考一直收不到验证码,通用验证码,美世教育,其他,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,无法选择下面的字 出不来,客户端输入法问题,Keystone,客户端,学生,使用问题（t）,不处理,已反馈,不处理,,,,,2026W23
2026/06/04,这篇音频太长了，,音频时间比答题时间长，还没播放完就自动提交了,唯学,系统题目,老师,Bug（t）,,,待处理,优化,【优化】雅思听力的答题时长需要根据音频时长决定,,,2026W23
2026/06/04,这套题 build a sentence 直接一晃而过,反馈题目自动跳过,Keystone,答题,学生,使用问题（t）,不处理,已反馈,不处理,,,,,2026W23
2026/06/04,这个是今天布置下去的 但是ddl统一是5号的22：00,修改作业时间,高顿紫藤,班级概览界面,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,您好，我这边问题比较多。首先是这个对应的学生金额以及剩余数量混乱，不知道要怎么操作,订单相关问题,领鹿教育,订单,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,您好，我想清零这个学生账号的模考成绩，应该怎么操作？,开放题库答题记录,西游,开放题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,老师好，同学那边登录账号，一直看不到作业布置，我这边登录学生账号是有的，请问这是为什么呀,从描述看是网址错了,新航道上海,学生作业页面,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,老师们好，麻烦问一下，学生在做入学模考的时候，最后显示提交失败，原因是什么呀,后台看是微信浏览器,志路,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,"这个学生他的账号登不进去了，不知道跟我的更改有没有关系。

本来他和他妈妈共用一个手机号，但如果共用手机号的话，他妈妈就没有家长二维码。所以说我今天就把学生的手机号改成了他自己的，妈妈继续用原来的手机号。

但是他现在说他的校校系统怎么都登录不进去了。这种情况您能帮忙看一下吗？",修改手机号以后没有修改密码,HUGE,学员管理,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,老师，这里面说学生在客户端模考中途离开考试就会结束，那如果真实情况发生了学生还需要模考的话，是重新开始还是从结束的地方继续进行啊,客户端使用疑问,志路,客户端,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/04,老师 学生口语考试遇到闪退的情况,反馈答题过程中闪退,新航道,答题,学生,功能操作疑问（s）,客户未回复,客户未回复,,,,,,2026W23
2026/06/03,"我们机构的这个标签页的logo可以换成彩色的吗? 每次开多几个页面, 不太好识别",如何修改logo,维他,系统设置,校长,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,这个托福组句的时间是不是不对啊，怎么800多秒,结果页显示问题，6/1中午答题的,南京学了么,结果页,学生,Bug（t）,已处理,已反馈,,,,,,2026W23
2026/06/03," 老师早，学生的账号延期了，麻烦续一下",学生账号续期,广州环雅,学生账号,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,满分易开放新托福、雅思全部题库,开放题库,满分易,开放题库,老师,使用问题（t）,已处理,已反馈,处理完成,,,,,2026W23
2026/06/03,请问剑桥雅思21什么时候能上系统,剑雅21更新,寸心,系统题库,老师,题目需求（s）,,,,,,,,2026W23
2026/06/03,这些是真题还是模考题呢 难度跟实考差不多吗,系统题目疑问,维特利,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,录单发现 学生对应班级无数据  但是班级里学生是在的,这个班在班级界面没有填班级类型，所以订单里要选不限,图钉教育,订单,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师，这个题目的电子版可以发我一份吗？,GRE PDF,杰璞教育,系统题目,老师,题目需求（s）,,,,,,,,2026W23
2026/06/03,麻烦看下这里哦,口语无法录音,秒懂,答题,学生,使用问题（t）,pending,已反馈,pending,,,我们这边看了下大概率是麦克风权限问题，已经反馈过老师了，等回复,,2026W23
2026/06/03,您好，学员里面怎么看到剩余课时呀？,如何查看学员课时,领鹿教育,课时,销售,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师，有官方下载链接吗,客户端下载,新航道,客户端,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师你好，学生反馈说打开口语题库里面找不到最新的题库，这个要怎么操作呀,开放题库,新航道广州,开放题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,请问老师 有无办法导出这半年所有学生布置作业的情况呀~,作业布置数量导出,新航道杭州,数据分析,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,校校助理好，一个月前就询问过这个logo的问题，请问下这个可以调大一点么？,结果页二维码logo大小,曼哈顿国际,结果页,老师,功能需求和优化（s）,,,,,,反馈,,2026W23
2026/06/03,现在校币还是只能登录送嘛,校币使用问题,秒懂,校币,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师们好，麻烦帮我们入学模考--SAT机考处，上传一套SAT（冲刺段）入班测试卷：2605亚太A卷,入学模考配置,奇睿思,入学模考,老师,入学模考配置（t）,,,,,,,,2026W23
2026/06/03,另外我想问问 我们自己学生下了客户端之后，客户端能不能换成我们的logo？ 或者能不能还是从官网调用出来,客户端logo,曼哈顿国际,客户端,学生,使用问题（t）,不处理,已反馈,不处理,,,,,2026W23
2026/06/03,老师，学生账户那边看不到新托福5月的真题，是还没有更新完吗,开放题库,新航道在线,开放题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师，可以麻烦您将雅思核心词汇和雅思绿宝书的电子文档再发一遍吗？,单词书,新航道,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,hello我这个小程序总是登陆不上是为啥啊,小程序登录,骐绩国际,小程序,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,GRE写作没有AI是吗？找不上按钮,GRE没有AI批改但是会出现AI批改提示,一飞立思辰,结果页,老师,Bug（t）,,,待处理,P1,【GRE写作结果页显示了AI未批改的提示】,,,2026W23
2026/06/03,老师好，之前说过的错题库中知识点分布太过于零碎的问题不知何时能够解决呀？,错题相关优化,维他,错题分析,老师,功能需求和优化（s）,,,,,,,,2026W23
2026/06/03,老师，已给学生正常开通校校系统，老师在布置任务时候出现这个，不知是哪里出现问题,题库没有关联,新航道,课程管理,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03," 辛苦老师布置一套托福阅读模考题
命名：傅庚瑶托福阅读模考
阅读：4月第一套阅读真题
替换掉4.22新托福模考@李璐🙈🙉🙊 @校校助理 ",入学模考配置,中鼎,入学模考,老师,入学模考配置（t）,,,,,,,,2026W23
2026/06/03,你好，辛苦发我下新托福真题的音频哈,新托福音频,予森国际,系统题目,老师,题目需求（s）,,,,,,,,2026W23
2026/06/03," 答题过程中，可以和 SAT 一样highlight吗",GRE是否可以highlight,飞虎,答题,学生,功能操作疑问（s）,处理中,,,,,李璐确认,,2026W23
2026/06/03,答完题后，的答题解析里，表格题 即便隐藏的答案，也是看得到正确答案的。这个在托福表格里也是这样的。可否改掉这个bug,GRE隐藏答案无效（新托福有类似问题）,飞虎,结果页,老师,Bug（t）,,,待处理,P1,【GRE结果页，多选题隐藏了答案，页面上还是显示了正确答案】,,,2026W23
2026/06/03,这道题 句子错了，麻烦审核一下，无谓语,GRE题目,飞虎,系统题目,老师,题目数据问题（t）,已处理,已反馈,,,,,,2026W23
2026/06/03,您好，请问校校这边有新托福口语高频词和写作高频词吗,新托福单词,JXLX,单词书,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,请问导出PDF的信息能换回去吗，现在这个形式导出来，格式真的很奇怪,排课界面导出,无名氏,课表,教务,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师好，学生反映网页很卡，麻烦看下是什么问题,从截图看是学生电脑太卡了,新航道,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师，我们有个学生反馈做完作业系统都不显示，或者过了好几天才显示，麻烦帮忙看下呀，是托福学生,作业不显示,超级学长,学生作业页面,学生,功能操作疑问（s）,已处理,已反馈,待确认,,,,,2026W23
2026/06/03,那我把对应的剑雅真题序号发一下吧,入学模考配置,新航道大连,入学模考,老师,入学模考配置（t）,,,,,,,,2026W23
2026/06/03,老师，这个评语还有字数限制的吗？？,结果页评语字数,孚外教育,结果页,老师,使用问题（t）,不处理,已反馈,待处理,需求,这个要提需求处理,,,2026W23
2026/06/03,PET的总分区间是120-170？,PET分数问题,飞虎,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,口语的Ai评分，口语单项这里是5分满分打的3分，总分栏里面是总分6分，还是3分？是不是不太对哦,新托福分数问题,爱英格知,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,点击了好几次重新批改,AI批改失效,新航道上海,AI批改,老师,使用问题（t）,已处理,已反馈,处理完成,,有道欠费了，现在已经好了,,,2026W23
2026/06/03,请问一下我有学生现在在做模考，但是到不了下一趴只能等左上角时间结束，请问一下怎么操作可以到下一部分,雅思如何提交,美世教育,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,写作build sentence题型怎么录入呀,机构题库录入新托福,TOEFL PASS,机构题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师们，单词上这个问题有没有办法优化一下[苦涩],单词批改问题,格橡树,基础训练-单词,老师,Bug（t）,,,,,,,,2026W23
2026/06/03,各位老师好，我们这个跟读，跟不了,没有用谷歌浏览器,楹冠国际,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,这个ai批改是卡住了吗 两个口语作业持续30分钟还在批改中,AI批改失败,秒懂,AI批改,老师,使用问题（t）,已处理,已反馈,处理完成,,,,,2026W23
2026/06/03,学生反馈单词页面开始学习和开始测试没啥区别，而且开始学习也就只能学习一遍,反馈需要重复背单词,北京享叮咚,单词书,学生,功能需求和优化（s）,,,,,,,,2026W23
2026/06/03,还有学生反映匹配题不能highlight选项,现在highlight匹配题取消了，这个要确认到底怎么处理的,格橡树,答题,学生,Bug（t）,,,待处理,优化,需要修改，预计今天给方案,,,2026W23
2026/06/03,@校校助理 @校校技术支持（工作9：30-18：30） 老师 是这样，这个学生做完词则之后 错词有400多个，我把词测删除之后，错词没有消失，可以后台操作吗,删除错词,飞虎,错词分析,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师们好，请问你们这边有PSAT题库吗，系统里可以加入吗,PSAT题目,北京寰语,系统题库,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,老师们好，托福部分的写作评分好像不太正常，前面的Complete sentence这类题目的占分太少了,新托福评分规则,T&I题安,系统题目,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,学生还是做不了作业,学生无法答题,楹冠国际,答题,学生,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
2026/06/03,这会儿是服务器在更新升级吗,无法登录,海拓考培,登录,老师,功能操作疑问（s）,已处理,已反馈,,,,,,2026W23
